id,content,recommended,reviewer_segment,recommended_score,segment_score_fit_and_sizing,segment_score_material_and_quality,segment_score_style_and_appearance,segment_score_overall_wearability_and_value
f23517f9-eea1-51db-bd8f-a5f4da25eada,Loved this tee but embroidery started to unravel even before being washed. i paid full price for this top and wasn't disappointed but needed to return due to the embroidery problem. this tee is a mustard color.,0,material_and_quality,-1.6214257194513504,-1.6700734250549765,1.0079437130386395,-0.568171397112558,-0.09847752445714837
b2c3f7bb-14b4-5279-818e-2bbc4c06f2f7,Tight across chest. Love the colors! love the stripes! great shape! great style! but...i am normally a 12 on top...and this pulled across my back...so i have it in for an exchange for a 14. sometimes i have to do that...i have a broad back. we will see how it fits! but what an adorable shirt!,1,fit_and_sizing,1.8634040017592999,0.9544313192311206,-1.2710703653018176,-0.3489357909303357,-0.6046463973131695
4b2612ea-7997-5680-ba32-ec409ae66eae,Great fit and style. Love this shirt! so comfortable and the style is really flattering.,1,style_and_appearance,1.5419246231041193,-0.7718982364543665,-1.2461900699021822,0.6980364396244918,0.009308368724560511
6901cb23-fa1e-53b5-ae78-b471f020c649,"Якісний трикотаж. Я замовила розмір M синього кольору. Розмір відповідає дійсності. Однак мій зріст 160 см, і довжина на мені коротша, ніж на онлайн-моделі, яка носить светр жовтого кольору. Зверніть увагу, де закінчується довжина светра на спині у неї. Я двічі перевірила бирки на своєму светрі, щоб переконатися, що не купила і/або не отримала розмір petite. Довжина звичайного розміру на мені приблизно така ж, як на фото онлайн-моделі, що носить светр кольору слонової кістки. Я майже впевнена, що модель значно вища за мене, тому трохи",1,fit_and_sizing,0.8487004866928627,0.6399206996977874,-0.935015692432127,-0.19464676015069782,-0.8873619684021525
4d04ff85-163c-5e72-a917-4ab28083d342,"Вінтаж – класичний стиль. Я купила цю сукню онлайн, тому що вона виглядала цікаво, а на розпродажі за 30 доларів – чому б і ні. Думаю, на вішалці вона виглядає непримітно, але на тілі – фантастично. Мій зріст 160 см, вага 68 кг, розмір бюстгальтера 34D, і розмір 8 сів на мене ідеально. Вона підкреслює вигини, не розкриваючи нічого зайвого. Буде ідеальною для осені/зими, але я збираюся одягнути її на весілля в червні, де наречена любить вінтаж, тому, думаю, з правильним взуттям та прикрасами вона буде ідеальною.",1,fit_and_sizing,1.4359107324308824,0.5205346081575438,-1.479804023198263,0.25920019169187264,-0.4774026813723224
58ed57d4-01c2-57e9-b3c3-a844bfd8c212,"Чудовий топ з родзинкою! Обожнюю цей топ – матеріал дуже м'який, і хоча це не товста футболка, він добре тримає форму і чудово підтримує деталі з люверсами. Мій зріст 170 см, вага близько 59 кг, не пишногруда, і взяла розмір S – сидить чудово! Колір більше схожий на брудно-рожевий/пудровий (має більше коричневого відтінку, ніж показано на фото).",1,fit_and_sizing,2.0687518138450045,0.5209754269012817,-1.032771824322802,-0.3138123828775139,-0.5239653514454103
196a79c3-efde-5ef7-9d30-d1b9e9a7df81,"For straight figures. This sweater dress was incredibly soft, and i loved the button detail down the back. unfortunately, i'm an hourglass figure (32dd with 26'' waist). this sweater did nothing to flatter me. i tried it in 2 different sizes; the ps looked far too big on, but the pxs created an awkward baggy area in my midsection while fitting nicely elsewhere. the petite length was great - i am 5'1 and i would not have wanted it any shorter. wish this was a little more tapered in the waist, because the quality is lo",1,fit_and_sizing,1.655441511746016,2.2035249682628772,-0.5192295152987256,-2.0850112365743847,-1.178006558518732
d2ba696d-6c66-52a3-b3c9-9328823078bc,"Цей топ дуже милий і чудово сидить. Однак мені важко його одягати та знімати. Збоку є одна блискавка, але, здається, вона має бути вищою, щоб було легше одягати та знімати.",1,fit_and_sizing,0.808680663572368,0.05065148011330585,-0.8781480415735705,-0.21759009007099372,-0.18422392964170814
a55894c6-0e13-5cf3-a87b-ac4c2385d348,"Beautiful, but scratchy. My firned tried this on and her first comment was ""take it off, it is scratchy"", so i didn't bother trying it on. it is, however, beautiful, if you are not sensitive to scratchy material. fit was true to size.",1,material_and_quality,0.05985485471675944,0.05638666702918005,0.7180134012142043,-1.3917859351186799,-0.9232091046422484
380b8fd3-4ab0-53a4-99ca-1d9d3852f8b1,"Миле та зручне. Я була трохи здивована, коли отримала цю сукню, оскільки це не більше ніж пряма сукня А-силуету з резинкою зверху та милим вузликом на грудях. Гадаю, я очікувала, що хоча б ліф буде на підкладці. Вона без підкладки, з відносно тонкого трикотажу. Вона не просвічує, бо чорна, але я очікувала щільнішу тканину. Я б ніколи не заплатила повну ціну за це, але за акційною ціною вона дуже мила та зручна. Вона також підкреслює фігуру, і розмір відповідає заявленому. А-силует т",1,material_and_quality,-0.02774997411126416,-0.7778814288118008,0.4316415980830045,-1.5266266332981566,0.38918351249148386
